source_dir,filename,n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,seed,integration_method,n_t,cut_x,cut_y,cut_z,lumi_ee,lumi_fine,phot_e1,phot_e2,n_phot1,n_phot2,de1,de2,n_pairs,e_pairs,out_1,out_2,grids,lumi_ee_m2,lumi_fine_m2,f_rep,n_b
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.1_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,1024,512,25,,0.624,0.1,0.008,12.0,0.12,100,0,527875,,,,,,1.99800048e+35,1.9618032000000002e+35,6.61944,6.6141,7.79624,7.77098,51.6909,51.4906,1327952.0,4480110.0,399,359,,1.25188e+35,1.2292e+35,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.1_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,1024,512,25,,0.624,0.1,0.008,12.0,0.12,100,0,733579,,,,,,2.1392305200000002e+35,2.1014851200000002e+35,6.5676,6.61467,7.86896,7.76143,51.7645,51.4142,1390872.0,4646920.0,348,263,,1.34037e+35,1.31672e+35,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,100805,,,,,,1.0292763600000002e+35,9.976516199999999e+34,6.34424,6.35502,4.66515,4.6786,29.6103,29.7394,577550.0,1769260.0,328,335,,6.4491e+34,6.25095e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,105469,,,,,,1.020311628e+35,9.903339600000001e+34,6.31399,6.38182,4.64594,4.70811,29.3455,30.0628,582492.0,1813440.0,27,77,,6.39293e+34,6.2051e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,130471,,,,,,9.60796788e+34,9.31738416e+34,6.34026,6.33822,4.64333,4.6181,29.4545,29.2817,555136.0,1694920.0,42,158,,6.02003e+34,5.83796e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,135135,,,,,,1.03040952e+35,9.9603168e+34,6.34918,6.34904,4.65038,4.66571,29.5355,29.6307,569300.0,1727390.0,126,76,,6.4562e+34,6.2408e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,143455,,,,,,9.13563168e+34,8.827332360000001e+34,6.37583,6.38078,4.74412,4.72978,30.2633,30.1957,536792.0,1660620.0,1991,1138,,5.72408e+34,5.53091e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,145992,,,,,,1.1178575519999999e+35,1.085959896e+35,6.34708,6.3192,4.60891,4.66467,29.2576,29.4847,614990.0,1882250.0,11,13,,7.00412e+34,6.80426e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,153768,,,,,,9.409154160000002e+34,9.093305760000001e+34,6.36861,6.38976,4.71248,4.71481,30.0241,30.1385,542496.0,1664550.0,2148,1915,,5.89546e+34,5.69756e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,159302,,,,,,8.656177320000002e+34,8.4118776e+34,6.3671,6.34516,4.67562,4.59899,29.7827,29.1902,509794.0,1564090.0,1546,921,,5.42367e+34,5.2706e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,167029,,,,,,1.074125556e+35,1.0430881440000001e+35,6.33241,6.3583,4.61585,4.66747,29.2345,29.6845,595740.0,1826690.0,33,25,,6.73011e+34,6.53564e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,167815,,,,,,9.529843680000002e+34,9.22092192e+34,6.36552,6.35248,4.67822,4.7337,29.7855,30.0822,543160.0,1661560.0,1679,2069,,5.97108e+34,5.77752e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,286038,,,,,,1.012705092e+35,9.83831856e+34,6.32446,6.32886,4.63755,4.63566,29.3406,29.3453,574412.0,1767210.0,21,31,,6.34527e+34,6.16436e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,360177,,,,,,9.044021280000001e+34,8.732801280000002e+34,6.32204,6.35104,4.66257,4.62729,29.4875,29.3961,518918.0,1572520.0,1250,1370,,5.66668e+34,5.47168e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,479728,,,,,,8.57281824e+34,8.30912712e+34,6.3745,6.36275,4.6068,4.7179,29.3738,30.0359,502784.0,1550520.0,4127,4610,,5.37144e+34,5.20622e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,527875,,,,,,8.199912840000001e+34,7.944935880000002e+34,6.39094,6.3743,4.6523,4.73002,29.7468,30.1625,484210.0,1462490.0,3612,3847,,5.13779e+34,4.97803e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,1024,512,25,,0.624,0.2,0.008,12.0,0.12,100,0,733579,,,,,,1.0127019000000001e+35,9.806254919999998e+34,6.34892,6.36765,4.67414,4.68981,29.6826,29.8697,570208.0,1738940.0,700,1338,,6.34525e+34,6.14427e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,100805,,,,,,1.41032934e+35,1.3536936839999999e+35,5.82586,5.85883,3.58263,3.64541,20.8734,21.3591,507338.0,1249840.0,21771,20065,,8.83665e+34,8.48179e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,105469,,,,,,1.75628628e+35,1.67653416e+35,5.88476,5.80038,3.64673,3.51227,21.4666,20.377,613788.0,1556440.0,5122,6581,,1.10043e+35,1.05046e+35,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,130471,,,,,,1.56387252e+35,1.489870788e+35,5.76659,5.86119,3.5146,3.62813,20.2686,21.2666,549648.0,1352240.0,10294,9654,,9.7987e+34,9.33503e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,135135,,,,,,1.62709008e+35,1.5492164520000002e+35,5.80529,5.8735,3.62423,3.60939,21.0401,21.2009,573634.0,1426510.0,6153,8615,,1.01948e+35,9.70687e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,143455,,,,,,1.4461691160000001e+35,1.38549558e+35,5.85616,5.84251,3.60961,3.6178,21.1402,21.137,525332.0,1288900.0,11724,8921,,9.06121e+34,8.68105e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,145992,,,,,,1.5564383520000001e+35,1.487856636e+35,5.7674,5.80722,3.56015,3.61333,20.5335,20.9848,543158.0,1319520.0,14215,14218,,9.75212e+34,9.32241e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,153768,,,,,,1.4798558880000002e+35,1.405164684e+35,5.82358,5.79077,3.60822,3.52019,21.0135,20.3855,510870.0,1224280.0,17342,18376,,9.27228e+34,8.80429e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,159302,,,,,,1.45438692e+35,1.401398124e+35,5.82695,5.82361,3.55788,3.56245,20.7321,20.7484,513716.0,1271950.0,16569,14089,,9.1127e+34,8.78069e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,167029,,,,,,1.6398261600000002e+35,1.5700266960000003e+35,5.80547,5.81195,3.57031,3.58639,20.7273,20.8443,568388.0,1388400.0,14492,13277,,1.02746e+35,9.83726e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,167815,,,,,,1.3295270520000002e+35,1.273127604e+35,5.86603,5.78577,3.64264,3.55678,21.3678,20.5793,489458.0,1181690.0,16006,12685,,8.33037e+34,7.97699e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,286038,,,,,,1.2713736e+35,1.2259211160000001e+35,5.81187,5.74073,3.5755,3.54158,20.7803,20.3312,463500.0,1108520.0,15406,15620,,7.966e+34,7.68121e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,360177,,,,,,1.3963595520000001e+35,1.336669152e+35,5.77756,5.81043,3.49693,3.60462,20.2045,20.9456,492950.0,1200080.0,19599,15016,,8.74912e+34,8.37512e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,479728,,,,,,1.3827424800000002e+35,1.3236250440000002e+35,5.80779,5.80266,3.55964,3.52652,20.6742,20.4659,482048.0,1142150.0,19607,22897,,8.6638e+34,8.29339e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,527875,,,,,,1.2513980640000003e+35,1.2089652120000002e+35,5.79421,5.86048,3.4971,3.64953,20.2638,21.3886,457334.0,1087740.0,13395,12878,,7.84084e+34,7.57497e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,1024,512,25,,0.624,0.3,0.0005,12.0,0.12,100,0,733579,,,,,,1.374843876e+35,1.3206580800000003e+35,5.83169,5.80624,3.6033,3.57883,21.0145,20.7796,495394.0,1190830.0,18230,17202,,8.61431e+34,8.2748e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,100805,,,,,,8.2769677200000015e+34,7.986224400000001e+34,5.6677,5.70408,3.45144,3.5042,19.5617,19.989,335584.0,781585.0,10880,8220,,5.18607e+34,5.0039e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,105469,,,,,,9.592231320000002e+34,9.21653292e+34,5.71794,5.77548,3.48384,3.51098,19.9226,20.2781,390760.0,946830.0,7417,6065,,6.01017e+34,5.77477e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,130471,,,,,,8.58387852e+34,8.25909252e+34,5.71449,5.72807,3.4448,3.47153,19.6864,19.8859,349038.0,834558.0,6999,6451,,5.37837e+34,5.17487e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,135135,,,,,,9.60852648e+34,9.18595356e+34,5.72206,5.74415,3.47367,3.52792,19.8766,20.2649,378992.0,902828.0,12054,11981,,6.02038e+34,5.75561e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,143455,,,,,,9.372270600000002e+34,8.98094736e+34,5.738,5.76584,3.47749,3.50379,19.9546,20.2039,374726.0,905778.0,11374,13439,,5.87235e+34,5.62716e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,145992,,,,,,9.51761832e+34,9.139685519999999e+34,5.75652,5.71808,3.47427,3.46278,20.0004,19.8009,371200.0,886168.0,15493,17311,,5.96342e+34,5.72662e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,153768,,,,,,9.331668360000002e+34,8.90555232e+34,5.74075,5.74414,3.47737,3.45588,19.9632,19.8525,364550.0,855507.0,11320,14580,,5.84691e+34,5.57992e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,159302,,,,,,7.905067800000001e+34,7.664614440000001e+34,5.71015,5.69434,3.44615,3.42523,19.6802,19.5044,318464.0,733119.0,14579,13694,,4.95305e+34,4.80239e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,167029,,,,,,9.386283480000001e+34,8.991656520000001e+34,5.75254,5.71136,3.52129,3.41472,20.2577,19.5036,365388.0,864807.0,14475,15204,,5.88113e+34,5.63387e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,167815,,,,,,8.937057360000001e+34,8.594140799999999e+34,5.77727,5.73629,3.55792,3.47189,20.555,19.9165,364070.0,876517.0,13736,12014,,5.59966e+34,5.3848e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,286038,,,,,,8.48567664e+34,8.2101272400000005e+34,5.79601,5.64805,3.50813,3.39019,20.3346,19.1485,343924.0,808688.0,13089,16295,,5.31684e+34,5.14419e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,360177,,,,,,8.677260480000001e+34,8.338732920000002e+34,5.64378,5.71871,3.40161,3.5288,19.1979,20.1802,347350.0,829149.0,12557,10831,,5.43688e+34,5.22477e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,479728,,,,,,8.388863280000001e+34,8.08073952e+34,5.71675,5.72477,3.40056,3.4725,19.4413,19.8793,336468.0,793016.0,18382,17659,,5.25618e+34,5.06312e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,527875,,,,,,7.807951200000001e+34,7.54208952e+34,5.69753,5.72035,3.39913,3.50127,19.3666,20.0301,314632.0,720313.0,16737,15307,,4.8922e+34,4.72562e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,1024,512,25,,0.624,0.3,0.0015,12.0,0.12,100,0,733579,,,,,,8.128507800000001e+34,7.8394083600000005e+34,5.70183,5.72594,3.49848,3.48234,19.9487,19.9406,330442.0,767356.0,15864,17279,,5.09305e+34,4.91191e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,1024,512,25,,0.624,0.3,0.001,12.0,0.12,100,0,100805,,,,,,9.08949132e+34,8.784687240000002e+34,5.71792,5.68807,3.53176,3.51291,20.1956,19.9817,359452.0,844951.0,13520,11171,,5.69517e+34,5.50419e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,1024,512,25,,0.624,0.3,0.001,12.0,0.12,100,0,105469,,,,,,1.191013404e+35,1.140244644e+35,5.79523,5.76201,3.56761,3.49289,20.6766,20.1276,464438.0,1147040.0,2153,1467,,7.46249e+34,7.14439e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,1024,512,25,,0.624,0.3,0.001,12.0,0.12,100,0,130471,,,,,,1.0107308399999998e+35,9.70411092e+34,5.69821,5.79037,3.43171,3.57491,19.5546,20.7019,396184.0,942966.0,8814,8623,,6.3329e+34,6.08027e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,1024,512,25,,0.624,0.3,0.001,12.0,0.12,100,0,135135,,,,,,1.077564936e+35,1.027259016e+35,5.75436,5.80643,3.49066,3.55744,20.0865,20.6568,408668.0,985488.0,16620,16139,,6.75166e+34,6.43646e+34,120.0,133
output,1024_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,1024,512,25,,0.624,0.3,0.001,12.0,0.12,100,0,143455,,,,,,1.090133436e+35,1.045169328e+35,5.76312,5.80742,3.50311,3.58694,20.1892,20.8318,423034.0,1026260.0,13963,11755,,6.83041e+34,6.54868e+34,120.0,133
